time,lat,lon,alt,x,y,z
1,0.0,0.0,0.0,-1.8401953,-0.22998364,135.84459
2,0.0,0.0,0.0,-1.6103005,-0.0,136.4338
3,0.0,0.0,0.0,-1.6167903,-0.46186885,135.9265
4,0.0,0.0,0.0,-1.6103005,-0.0,136.85658
5,0.0,0.0,0.0,-1.3748348,-0.45822456,135.9265
6,0.0,0.0,0.0,-1.3748348,0.45822456,136.34926
7,0.0,0.0,0.0,-1.597476,-0.22818011,136.51837
8,0.0,0.0,0.0,-1.597476,-0.0,136.77202
9,0.0,0.0,0.0,-1.6103005,-0.23001145,135.42183
10,0.0,0.0,0.0,-1.8328396,-0.0,136.0956
11,0.0,0.0,0.0,-2.07837,-0.46174887,136.51837
12,0.0,0.0,0.0,-1.8401953,-0.0,135.42183
13,0.0,0.0,0.0,-1.380354,-0.23003557,135.9265
14,0.0,0.0,0.0,-1.8401953,-0.22998364,136.34926
15,0.0,0.0,0.0,-1.6103005,-0.23001145,136.51837
16,0.0,0.0,0.0,-1.6038626,-0.45817694,136.0956
17,0.0,0.0,0.0,-1.6167903,-0.23093815,136.34926
18,0.0,0.0,0.0,-1.6103005,-0.23001145,136.51837
19,0.0,0.0,0.0,-1.5724304,-0.0,136.60292
20,0.0,0.0,0.0,-1.6233325,-0.0,136.51837
21,0.0,0.0,0.0,-1.3639276,-0.2272986,136.77202
22,0.0,0.0,0.0,-1.3748348,-0.0,135.9265
23,0.0,0.0,0.0,-1.8328396,-0.22906466,136.60292
24,0.0,0.0,0.0,-1.8401953,-0.22998364,136.4338
25,0.0,0.0,0.0,-1.3748348,0.22911593,135.84459
26,0.0,0.0,0.0,-1.6038626,-0.2290921,136.85658
29,0.0,0.0,0.0,-1.8401953,-0.22998364,136.18016
30,0.0,0.0,0.0,-1.6167903,-0.0,136.77202
31,0.0,0.0,0.0,-1.8401953,0.22998364,136.60292
32,0.0,0.0,0.0,-1.6167903,-0.23093815,136.51837
33,0.0,0.0,0.0,-1.6233325,-0.0,136.34926
34,0.0,0.0,0.0,-1.8550853,-0.4636802,136.85658
35,0.0,0.0,0.0,-1.3693594,-0.0,137.02304
36,0.0,0.0,0.0,-1.8039951,-0.450915,136.60292
37,0.0,0.0,0.0,-1.6103005,-0.23001145,136.60292
38,0.0,0.0,0.0,-1.6038626,-0.2290921,136.18016
39,0.0,0.0,0.0,-1.6038626,-0.0,136.60292
42,0.0,0.0,0.0,-1.380354,0.23003557,136.85658
43,0.0,0.0,0.0,-1.8550853,-0.23184387,135.9265
