time,lat,lon,alt,x,y,z
1,0.0,0.0,0.0,-25.559963,-84.22298,74.69972
2,0.0,0.0,0.0,-25.346174,-85.24974,74.86883
3,0.0,0.0,0.0,-33.690067,-85.09338,75.370865
4,0.0,0.0,0.0,-17.650124,-84.806496,75.2044
5,0.0,0.0,0.0,-24.227745,-85.0456,75.370865
6,0.0,0.0,0.0,-25.463345,-84.68464,75.11985
7,0.0,0.0,0.0,-24.443956,-84.50056,75.28631
8,0.0,0.0,0.0,-25.463345,-84.705696,75.70643
9,0.0,0.0,0.0,-24.443956,-84.50056,75.28631
10,0.0,0.0,0.0,-29.744879,-84.47399,75.370865
11,0.0,0.0,0.0,-29.744879,-84.49587,75.28631
12,0.0,0.0,0.0,-30.963755,-84.71206,75.28631
13,0.0,0.0,0.0,-24.227745,-85.02605,75.62188
14,0.0,0.0,0.0,-24.227745,-85.02605,75.03529
15,0.0,0.0,0.0,-23.498566,-84.316444,75.53732
16,0.0,0.0,0.0,-28.810793,-84.82443,75.2044
17,0.0,0.0,0.0,-29.054605,-85.310135,75.53732
18,0.0,0.0,0.0,-27.645973,-84.62579,75.53732
19,0.0,0.0,0.0,-26.565052,-84.42523,75.28631
20,0.0,0.0,0.0,-26.565052,-84.88891,75.455414
21,0.0,0.0,0.0,-25.463345,-84.705696,75.11985
22,0.0,0.0,0.0,-25.559963,-84.22298,75.11985
23,0.0,0.0,0.0,-24.443956,-84.52224,74.950745
24,0.0,0.0,0.0,-25.463345,-84.747314,75.03529
25,0.0,0.0,0.0,-31.429564,-85.2149,75.11985
26,0.0,0.0,0.0,-23.198587,-84.79897,75.62188
27,0.0,0.0,0.0,-25.463345,-84.68464,75.11985
28,0.0,0.0,0.0,-26.565052,-84.90917,75.370865
29,0.0,0.0,0.0,-25.463345,-84.726585,75.53732
30,0.0,0.0,0.0,-30.963755,-84.71206,75.28631
31,0.0,0.0,0.0,-27.645973,-84.60451,75.455414
32,0.0,0.0,0.0,-25.559963,-84.20012,75.2044
33,0.0,0.0,0.0,-24.443956,-84.50056,75.28631
34,0.0,0.0,0.0,-29.744879,-84.53912,75.28631
35,0.0,0.0,0.0,-23.198587,-84.79897,75.455414
36,0.0,0.0,0.0,-26.565052,-84.92926,75.790985
37,0.0,0.0,0.0,-25.463345,-84.726585,74.950745
38,0.0,0.0,0.0,-24.443956,-84.52224,75.455414
39,0.0,0.0,0.0,-26.565052,-84.44713,74.78428
40,0.0,0.0,0.0,-26.565052,-84.90917,75.455414
41,0.0,0.0,0.0,-28.61046,-84.32094,75.62188
42,0.0,0.0,0.0,-27.645973,-84.62579,74.950745
43,0.0,0.0,0.0,-26.565052,-84.38092,75.790985
44,0.0,0.0,0.0,-25.559963,-84.268166,76.12656
45,0.0,0.0,0.0,-24.443956,-84.54376,75.370865
46,0.0,0.0,0.0,-30.068583,-85.04048,75.53732
47,0.0,0.0,0.0,-16.927511,-84.59294,75.2044
48,0.0,0.0,0.0,-23.498566,-84.316444,75.370865
49,0.0,0.0,0.0,-19.09349,-83.912865,75.03529
50,0.0,0.0,0.0,-26.565052,-83.8494,74.950745
51,0.0,0.0,0.0,-23.498566,-84.316444,75.370865
52,0.0,0.0,0.0,-26.565052,-84.9492,75.11985
53,0.0,0.0,0.0,-29.248827,-83.51316,74.950745
54,0.0,0.0,0.0,-19.290043,-85.17449,74.78428
55,0.0,0.0,0.0,-29.357756,-85.849915,75.370865
56,0.0,0.0,0.0,-30.465546,-85.54242,75.28631
57,0.0,0.0,0.0,-26.565052,-84.40317,75.62188
58,0.0,0.0,0.0,-50.527542,-84.96577,75.62188
59,0.0,0.0,0.0,-26.565052,-86.40304,75.03529
60,0.0,0.0,0.0,-28.810793,-84.78326,75.28631
61,0.0,0.0,0.0,-25.201122,-85.73611,75.11985
62,0.0,0.0,0.0,-26.565052,-84.96898,75.370865
63,0.0,0.0,0.0,-30.068583,-85.001175,74.950745
64,0.0,0.0,0.0,-27.89727,-85.6177,74.69972
65,0.0,0.0,0.0,-31.429564,-85.2149,74.950745
66,0.0,0.0,0.0,-26.565052,-85.434074,75.03529
67,0.0,0.0,0.0,-31.429564,-85.15752,75.11985
68,0.0,0.0,0.0,-35.217594,-85.279564,75.2044
69,0.0,0.0,0.0,-31.429564,-85.2149,75.28631
70,0.0,0.0,0.0,-33.690067,-85.09338,75.455414
71,0.0,0.0,0.0,-25.201122,-85.73611,75.28631
72,0.0,0.0,0.0,-29.054605,-85.29146,74.86883
73,0.0,0.0,0.0,-26.565052,-85.45204,75.62188
74,0.0,0.0,0.0,-32.275642,-84.9041,75.2044
