time,lat,lon,alt,x,y,z
1,0.0,0.0,0.0,-7.0984035,3.000999,174.03865
2,0.0,0.0,0.0,-7.125016,2.797371,174.46407
3,0.0,0.0,0.0,-7.0984035,2.5729089,174.63316
4,0.0,0.0,0.0,-6.6226664,2.7689092,174.63316
5,0.0,0.0,0.0,-7.151828,2.8078263,174.63316
6,0.0,0.0,0.0,-7.8831387,2.3997402,174.54861
7,0.0,0.0,0.0,-6.8853974,2.574081,174.63316
8,0.0,0.0,0.0,-7.151828,2.8078263,174.97137
9,0.0,0.0,0.0,-7.338607,2.3664224,174.88683
10,0.0,0.0,0.0,-6.93725,2.809124,174.88683
11,0.0,0.0,0.0,-7.4220233,2.3931403,174.2104
12,0.0,0.0,0.0,-6.6972437,2.7998996,174.71771
13,0.0,0.0,0.0,-6.8597603,2.5645545,174.71771
14,0.0,0.0,0.0,-6.8853974,2.574081,174.71771
15,0.0,0.0,0.0,-7.125016,3.0121713,175.30959
16,0.0,0.0,0.0,-6.6473413,2.5656798,174.63316
17,0.0,0.0,0.0,-7.311213,2.357647,174.97137
18,0.0,0.0,0.0,-7.071989,2.7766907,174.54861
19,0.0,0.0,0.0,-6.8597603,2.7779453,174.63316
20,0.0,0.0,0.0,-6.8597603,2.3510923,174.29495
21,0.0,0.0,0.0,5.1555843,-3.000621,174.03865
22,0.0,0.0,0.0,-6.911227,3.2283669,174.2104
23,0.0,0.0,0.0,-7.125016,2.797371,173.9541
24,0.0,0.0,0.0,-6.8853974,2.788262,174.63316
25,0.0,0.0,0.0,-6.8597603,2.7779453,174.63316
26,0.0,0.0,0.0,-6.6972437,2.7998996,174.97137
