time,lat,lon,alt,x,y,z
1,0.0,0.0,0.0,-7.736219,2.9966607,189.37442
2,0.0,0.0,0.0,-7.765166,3.2221894,189.6307
3,0.0,0.0,0.0,-8.008067,3.4475176,189.79982
4,0.0,0.0,0.0,-7.765166,2.7932966,189.96892
5,0.0,0.0,0.0,-7.5238194,2.3565097,190.22258
6,0.0,0.0,0.0,-7.765166,3.0077848,189.6307
7,0.0,0.0,0.0,-8.008067,2.8022568,189.96892
8,0.0,0.0,0.0,-7.794329,2.5883417,190.3917
9,0.0,0.0,0.0,-7.794329,2.8037062,189.96892
10,0.0,0.0,0.0,-7.736219,2.5691876,189.6307
11,0.0,0.0,0.0,-8.55183,2.5543404,189.54352
12,0.0,0.0,0.0,-7.889617,2.9731638,190.13803
13,0.0,0.0,0.0,-7.9781246,2.7918637,189.79982
14,0.0,0.0,0.0,-7.794329,2.8037062,189.96892
15,0.0,0.0,0.0,-7.9781246,3.2205374,189.88437
16,0.0,0.0,0.0,-7.9781246,3.0062428,189.88437
17,0.0,0.0,0.0,-7.5519905,3.2237983,189.2053
18,0.0,0.0,0.0,-7.765166,2.7932966,189.54352
19,0.0,0.0,0.0,-7.853313,2.8247564,189.71527
20,0.0,0.0,0.0,-7.9781246,2.7918637,189.45897
21,0.0,0.0,0.0,-7.9189014,2.9841099,190.05348
22,0.0,0.0,0.0,-7.9484024,2.9951353,189.54352
23,0.0,0.0,0.0,-7.736219,3.2102754,189.54352
24,0.0,0.0,0.0,-8.008067,3.4475176,189.88437
25,0.0,0.0,0.0,-7.9484024,3.2086418,189.28986
26,0.0,0.0,0.0,-8.008067,3.0174308,189.37442
27,0.0,0.0,0.0,-7.794329,3.018991,189.45897
28,0.0,0.0,0.0,-7.9484024,2.781546,190.05348
29,0.0,0.0,0.0,-7.736219,2.9966607,189.88437
30,0.0,0.0,0.0,-7.9781246,3.0062428,189.71527
31,0.0,0.0,0.0,-7.794329,3.018991,189.6307
32,0.0,0.0,0.0,-7.736219,2.9966607,190.30713
33,0.0,0.0,0.0,-7.765166,2.7932966,189.54352
34,0.0,0.0,0.0,-7.5519905,2.794692,190.47888
35,0.0,0.0,0.0,-7.65065,2.7524128,190.3917
36,0.0,0.0,0.0,-7.6089664,2.8156188,190.3917
37,0.0,0.0,0.0,-7.9484024,2.781546,190.30713
38,0.0,0.0,0.0,-7.338607,3.0107493,189.79982
39,0.0,0.0,0.0,-7.9781246,2.7918637,190.05348
40,0.0,0.0,0.0,-7.7074857,2.9856188,189.96892
41,0.0,0.0,0.0,-7.366204,3.0219886,190.05348
42,0.0,0.0,0.0,-8.038233,3.244591,189.54352
43,0.0,0.0,0.0,-7.736219,2.9966607,190.22258
44,0.0,0.0,0.0,-7.5519905,3.0092869,189.79982
45,0.0,0.0,0.0,-7.5238194,2.784343,189.88437
46,0.0,0.0,0.0,-7.736219,2.782963,189.88437
47,0.0,0.0,0.0,-7.9781246,2.7918637,189.96892
48,0.0,0.0,0.0,-8.008067,3.4475176,189.71527
49,0.0,0.0,0.0,-7.5519905,2.794692,189.79982
50,0.0,0.0,0.0,-7.736219,2.5691876,190.13803
51,0.0,0.0,0.0,-7.7074857,2.5597165,190.13803
52,0.0,0.0,0.0,-7.5519905,2.794692,190.3917
53,0.0,0.0,0.0,-8.008067,3.0174308,190.56343
54,0.0,0.0,0.0,-9.496859,3.3573725,189.79982
55,0.0,0.0,0.0,-7.7074857,2.772706,189.79982
56,0.0,0.0,0.0,-7.696051,3.0662417,190.30713
57,0.0,0.0,0.0,-7.9781246,3.0062428,189.6307
58,0.0,0.0,0.0,-7.9484024,3.2086418,190.30713
59,0.0,0.0,0.0,-7.413195,2.9543908,190.05348
60,0.0,0.0,0.0,-8.310276,2.7582574,189.79982
61,0.0,0.0,0.0,-8.221581,2.5856318,190.22258
62,0.0,0.0,0.0,-8.221581,2.3704193,189.88437
63,0.0,0.0,0.0,-8.008067,2.8022568,190.22258
64,0.0,0.0,0.0,-7.366204,3.0219886,190.22258
65,0.0,0.0,0.0,-8.252529,3.0270836,190.13803
66,0.0,0.0,0.0,-7.9484024,2.781546,190.05348
67,0.0,0.0,0.0,-7.5519905,3.0092869,190.90164
68,0.0,0.0,0.0,-7.6089664,2.8156188,190.30713
69,0.0,0.0,0.0,-7.736219,2.782963,190.05348
