time,lat,lon,alt,x,y,z
1,0.0,0.0,0.0,3.17983,3.6273725,333.92264
2,0.0,0.0,0.0,2.9299045,3.375276,333.8381
3,0.0,0.0,0.0,2.29061,3.6590176,334.18158
4,0.0,0.0,0.0,2.9531167,3.854235,333.92264
5,0.0,0.0,0.0,2.7155511,3.1637375,334.00986
6,0.0,0.0,0.0,3.2180612,3.441964,334.35333
7,0.0,0.0,0.0,2.748088,3.6577363,333.8381
8,0.0,0.0,0.0,3.205216,3.2002127,334.35333
9,0.0,0.0,0.0,3.2310097,3.4557655,334.69684
10,0.0,0.0,0.0,3.4199827,3.4139066,334.18158
11,0.0,0.0,0.0,2.4994195,3.403211,334.0944
12,0.0,0.0,0.0,4.3461246,3.651434,334.35333
13,0.0,0.0,0.0,3.2310097,2.9959004,333.92264
14,0.0,0.0,0.0,2.9886324,3.6716154,334.2688
15,0.0,0.0,0.0,2.4895525,3.6152225,334.0944
16,0.0,0.0,0.0,2.7591076,3.4434006,334.18158
17,0.0,0.0,0.0,3.2180612,3.441964,333.75092
18,0.0,0.0,0.0,2.5093646,3.8709686,334.00986
19,0.0,0.0,0.0,2.7702157,3.6870842,334.0944
20,0.0,0.0,0.0,3.4199827,3.1867986,334.2688
21,0.0,0.0,0.0,3.406444,3.852546,334.00986
22,0.0,0.0,0.0,3.167287,3.8382804,334.18158
23,0.0,0.0,0.0,2.263477,3.3903701,333.66635
