time,lat,lon,alt,x,y,z
1,NaN,NaN,NaN,NaN,-0.68749434,146.8153
2,NaN,NaN,NaN,NaN,-0.6793435,146.8153
3,NaN,NaN,NaN,NaN,NaN,NaN
4,NaN,NaN,NaN,NaN,NaN,146.4771
5,NaN,NaN,NaN,NaN,-0.6792798,146.30798
6,NaN,NaN,NaN,NaN,NaN,146.6462
7,NaN,NaN,NaN,NaN,NaN,146.4771
8,NaN,NaN,NaN,NaN,NaN,146.56165
9,NaN,NaN,NaN,NaN,-1.1411991,146.39255
10,NaN,NaN,NaN,NaN,NaN,146.89986
11,NaN,NaN,NaN,NaN,NaN,146.6462
12,NaN,NaN,NaN,NaN,NaN,146.39255
13,NaN,NaN,NaN,NaN,-0.45652673,146.30798
14,NaN,NaN,NaN,NaN,NaN,146.56165
15,NaN,NaN,NaN,NaN,-0.68205506,146.13889
