time,lat,lon,alt,x,y,z
1,0.0,0.0,0.0,-2.7591076,0.45966372,135.50638
2,0.0,0.0,0.0,-2.29061,0.4579902,135.33727
3,0.0,0.0,0.0,-2.5499492,0.23173577,134.49438
4,0.0,0.0,0.0,-2.07837,0.23087816,135.08362
5,0.0,0.0,0.0,-2.2814937,0.4561686,134.57893
6,0.0,0.0,0.0,-2.0867772,0.4636156,134.57893
7,0.0,0.0,0.0,-2.5193894,-0.0,134.32527
8,0.0,0.0,0.0,-2.0617578,-0.0,134.99905
9,0.0,0.0,0.0,-2.29061,-0.0,134.40984
10,0.0,0.0,0.0,-2.5499492,0.23173577,135.08362
11,0.0,0.0,0.0,-2.3090627,0.46167767,134.40984
12,0.0,0.0,0.0,-2.3090627,0.46167767,134.57893
13,0.0,0.0,0.0,-2.5193894,0.22896037,135.08362
14,0.0,0.0,0.0,-2.0700307,0.22995216,134.8326
15,0.0,0.0,0.0,-2.27245,0.22718422,134.9145
16,0.0,0.0,0.0,-2.2997997,0.22991697,134.8326
17,0.0,0.0,0.0,-1.6233325,0.69558674,134.74805
18,0.0,0.0,0.0,-2.5294943,0.22987813,134.32527
19,0.0,0.0,0.0,-2.7702157,0.23076011,134.8326
20,0.0,0.0,0.0,-2.29061,0.4579902,134.66348
21,0.0,0.0,0.0,-2.0700307,0.4598969,134.66348
22,0.0,0.0,0.0,-2.29061,0.22899877,134.57893
23,0.0,0.0,0.0,-2.748088,0.4578294,134.24072
24,0.0,0.0,0.0,-2.2997997,0.22991697,134.74805
25,0.0,0.0,0.0,-2.5499492,0.23173577,134.57893
26,0.0,0.0,0.0,-2.748088,0.22891834,134.9145
27,0.0,0.0,0.0,-2.5499492,0.46346396,134.07162
28,0.0,0.0,0.0,-2.0617578,0.45805976,134.9145
29,0.0,0.0,0.0,-2.5396805,0.4615989,135.08362
30,0.0,0.0,0.0,-2.5193894,0.45791343,134.9145
31,0.0,0.0,0.0,-2.3090627,0.23084258,134.57893
32,0.0,0.0,0.0,-2.0700307,0.6898267,134.8326
33,0.0,0.0,0.0,-2.29061,0.4579902,134.8326
34,0.0,0.0,0.0,-2.29061,0.4579902,135.33727
35,0.0,0.0,0.0,-2.4994195,0.45428628,134.49438
36,0.0,0.0,0.0,-2.5193894,0.45791343,134.66348
37,0.0,0.0,0.0,-2.748088,0.6867258,134.9145
38,0.0,0.0,0.0,-2.0952525,0.2327527,134.9145
39,0.0,0.0,0.0,-2.29061,0.22899877,134.9145
40,0.0,0.0,0.0,-3.0127873,-0.23164485,134.40984
41,0.0,0.0,0.0,-2.2997997,0.9195938,134.8326
42,0.0,0.0,0.0,-2.3090627,-0.0,134.57893
43,0.0,0.0,0.0,-2.0952525,0.2327527,134.9145
44,0.0,0.0,0.0,-2.7702157,0.46151274,135.25272
45,0.0,0.0,0.0,-2.3090627,-0.6924977,135.42183
46,0.0,0.0,0.0,-2.5093646,0.22804992,134.9145
47,0.0,0.0,0.0,-1.597476,0.45635292,134.32527
48,0.0,0.0,0.0,-2.5396805,0.23080319,134.8326
49,0.0,0.0,0.0,-2.0535502,-0.0,134.9145
50,0.0,0.0,0.0,-2.0952525,0.2327527,134.07162
51,0.0,0.0,0.0,-2.2997997,0.6897213,134.74805
52,0.0,0.0,0.0,-2.7591076,0.22983557,134.32527
53,0.0,0.0,0.0,-2.0617578,0.22903351,134.66348
54,0.0,0.0,0.0,-2.5294943,0.22987813,134.9145
55,0.0,0.0,0.0,-2.7591076,0.22983557,134.57893
56,0.0,0.0,0.0,-1.8476102,0.46181262,134.49438
57,0.0,0.0,0.0,-2.29061,0.4579902,134.32527
58,0.0,0.0,0.0,-2.0700307,0.4598969,134.74805
59,0.0,0.0,0.0,-2.2997997,0.45982653,134.32527
60,0.0,0.0,0.0,-2.7814136,0.23169217,134.24072
61,0.0,0.0,0.0,-2.5499492,0.23173577,134.15617
62,0.0,0.0,0.0,-2.2814937,0.6842347,134.24072
63,0.0,0.0,0.0,-2.5294943,0.22987813,134.66348
64,0.0,0.0,0.0,-2.2814937,0.6842347,134.74805
65,0.0,0.0,0.0,-2.5294943,-0.0,134.9145
66,0.0,0.0,0.0,-1.8328396,0.22906466,134.40984
67,0.0,0.0,0.0,-2.0535502,0.4562372,134.32527
68,0.0,0.0,0.0,-2.07837,0.92343765,135.08362
69,0.0,0.0,0.0,-2.7702157,0.23076011,134.9145
70,0.0,0.0,0.0,-2.29061,0.4579902,134.99905
71,0.0,0.0,0.0,-2.2814937,0.6842347,134.57893
72,0.0,0.0,0.0,-2.0617578,0.22903351,134.74805
73,0.0,0.0,0.0,-2.2997997,0.22991697,134.57893
