time,lat,lon,alt,x,y,z
1,0.0,0.0,0.0,-25.463345,-84.726585,74.19769
2,0.0,0.0,0.0,-27.758541,-85.130035,74.61517
3,0.0,0.0,0.0,-32.275642,-84.88391,74.69972
4,0.0,0.0,0.0,-26.565052,-84.90917,74.78428
5,0.0,0.0,0.0,-21.801407,-85.1143,75.03529
6,0.0,0.0,0.0,-26.565052,-84.92926,74.113144
7,0.0,0.0,0.0,-26.565052,-84.92926,74.78428
8,0.0,0.0,0.0,-27.645973,-84.64692,75.11985
9,0.0,0.0,0.0,-23.198587,-84.83987,74.78428
10,0.0,0.0,0.0,-26.565052,-84.42523,74.44871
11,0.0,0.0,0.0,-25.463345,-84.705696,74.533264
12,0.0,0.0,0.0,-26.565052,-84.90917,74.61517
13,0.0,0.0,0.0,-25.463345,-84.726585,74.36416
14,0.0,0.0,0.0,-27.758541,-85.130035,74.86883
15,0.0,0.0,0.0,-27.758541,-85.11073,74.78428
16,0.0,0.0,0.0,-29.744879,-84.517586,74.44871
17,0.0,0.0,0.0,-26.565052,-84.96898,74.78428
18,0.0,0.0,0.0,-26.565052,-84.44713,74.44871
19,0.0,0.0,0.0,-29.744879,-84.49587,74.44871
20,0.0,0.0,0.0,-26.565052,-84.90917,74.86883
21,0.0,0.0,0.0,-25.463345,-84.747314,73.94404
22,0.0,0.0,0.0,-24.443956,-84.50056,75.11985
23,0.0,0.0,0.0,-27.758541,-85.1492,74.44871
24,0.0,0.0,0.0,-25.463345,-84.747314,74.69972
25,0.0,0.0,0.0,-25.346174,-85.23099,74.950745
26,0.0,0.0,0.0,-28.810793,-84.82443,75.11985
27,0.0,0.0,0.0,-30.068583,-85.001175,74.533264
28,0.0,0.0,0.0,-31.429564,-85.23373,74.86883
29,0.0,0.0,0.0,-30.068583,-85.04048,74.61517
30,0.0,0.0,0.0,-28.810793,-84.84479,74.61517
31,0.0,0.0,0.0,-30.068583,-85.001175,74.78428
32,0.0,0.0,0.0,-22.249023,-84.61155,74.44871
33,0.0,0.0,0.0,-30.963755,-84.69112,74.86883
34,0.0,0.0,0.0,-27.645973,-84.64692,74.950745
35,0.0,0.0,0.0,-27.645973,-84.66787,74.69972
36,0.0,0.0,0.0,-22.249023,-84.59022,75.11985
37,0.0,0.0,0.0,-28.61046,-84.2758,74.69972
38,0.0,0.0,0.0,-25.463345,-84.705696,75.03529
