time,lat,lon,alt,x,y,z
1,0.0,0.0,0.0,-26.565052,-84.40317,75.11985
2,0.0,0.0,0.0,-25.463345,-84.705696,75.70643
3,0.0,0.0,0.0,-25.463345,-84.747314,75.62188
4,0.0,0.0,0.0,-24.443956,-84.50056,75.62188
5,0.0,0.0,0.0,-25.463345,-84.705696,75.370865
6,0.0,0.0,0.0,-18.434946,-84.979965,75.790985
7,0.0,0.0,0.0,-26.565052,-84.40317,75.790985
8,0.0,0.0,0.0,-26.565052,-84.88891,75.370865
9,0.0,0.0,0.0,-28.61046,-84.32094,75.70643
10,0.0,0.0,0.0,-23.498566,-84.33876,75.70643
11,0.0,0.0,0.0,-23.198587,-84.819496,75.53732
12,0.0,0.0,0.0,-22.249023,-84.59022,75.03529
13,0.0,0.0,0.0,-23.198587,-84.819496,75.53732
14,0.0,0.0,0.0,-24.443956,-84.52224,75.28631
15,0.0,0.0,0.0,-26.565052,-84.44713,75.70643
16,0.0,0.0,0.0,-22.249023,-84.61155,75.455414
17,0.0,0.0,0.0,-25.463345,-84.68464,76.208466
18,0.0,0.0,0.0,-26.565052,-84.92926,75.70643
19,0.0,0.0,0.0,-19.983107,-84.69277,75.62188
20,0.0,0.0,0.0,-27.645973,-84.60451,76.37757
21,0.0,0.0,0.0,-27.758541,-85.130035,76.208466
22,0.0,0.0,0.0,-23.198587,-84.819496,76.12656
23,0.0,0.0,0.0,-24.443956,-84.52224,76.208466
24,0.0,0.0,0.0,-25.559963,-84.22298,75.70643
25,0.0,0.0,0.0,-22.249023,-84.65374,75.875534
26,0.0,0.0,0.0,-24.443956,-84.52224,76.293015
27,0.0,0.0,0.0,-27.645973,-84.60451,75.70643
28,0.0,0.0,0.0,-27.552807,-84.14543,76.54403
29,0.0,0.0,0.0,-27.645973,-84.60451,76.208466
30,0.0,0.0,0.0,-26.565052,-84.42523,75.53732
31,0.0,0.0,0.0,-24.227745,-85.065025,75.790985
32,0.0,0.0,0.0,-23.198587,-84.83987,75.790985
33,0.0,0.0,0.0,-26.565052,-84.90917,75.70643
34,0.0,0.0,0.0,-24.227745,-85.0456,75.790985
35,0.0,0.0,0.0,-25.463345,-84.726585,75.790985
36,0.0,0.0,0.0,-29.744879,-84.49587,76.12656
37,0.0,0.0,0.0,-24.443956,-84.52224,75.455414
38,0.0,0.0,0.0,-26.565052,-84.42523,75.2044
39,0.0,0.0,0.0,-26.565052,-84.92926,76.042
40,0.0,0.0,0.0,-25.463345,-84.726585,75.790985
41,0.0,0.0,0.0,-22.249023,-84.61155,75.95745
42,0.0,0.0,0.0,-27.645973,-84.62579,75.790985
43,0.0,0.0,0.0,-23.498566,-84.316444,75.53732
44,0.0,0.0,0.0,-26.565052,-84.9492,75.62188
45,0.0,0.0,0.0,-26.565052,-84.42523,75.95745
46,0.0,0.0,0.0,-27.758541,-85.168205,75.62188
47,0.0,0.0,0.0,-26.565052,-84.44713,75.62188
48,0.0,0.0,0.0,-26.565052,-84.44713,75.53732
49,0.0,0.0,0.0,-26.565052,-84.92926,75.2044
50,0.0,0.0,0.0,-24.443956,-84.52224,75.790985
51,0.0,0.0,0.0,-24.443956,-84.52224,75.790985
52,0.0,0.0,0.0,-26.565052,-84.9492,75.2044
53,0.0,0.0,0.0,-26.565052,-84.42523,75.62188
54,0.0,0.0,0.0,-27.645973,-84.62579,75.11985
55,0.0,0.0,0.0,-25.463345,-84.68464,75.53732
56,0.0,0.0,0.0,-29.744879,-84.517586,75.53732
57,0.0,0.0,0.0,-23.498566,-84.29395,75.62188
58,0.0,0.0,0.0,-29.744879,-84.49587,75.62188
59,0.0,0.0,0.0,-22.249023,-84.59022,75.370865
60,0.0,0.0,0.0,-21.501434,-81.8284,75.53732
61,0.0,0.0,0.0,-3.3664606,-86.17935,76.042
