time,lat,lon,alt,x,y,z
1,0.0,0.0,0.0,1.6038626,2.7470133,332.89215
2,0.0,0.0,0.0,0.9057866,2.941098,332.80496
3,0.0,0.0,0.0,0.68477744,3.1922448,332.9767
4,0.0,0.0,0.0,1.1550004,3.2303548,332.72043
5,0.0,0.0,0.0,1.1321802,2.2630355,332.20517
6,0.0,0.0,0.0,1.6103005,2.5284967,332.9767
7,0.0,0.0,0.0,0.4547189,2.499341,332.89215
8,0.0,0.0,0.0,1.3748348,2.5186653,333.32285
9,0.0,0.0,0.0,0.69027716,2.7589078,332.80496
10,0.0,0.0,0.0,1.3748348,2.5186653,332.9767
11,0.0,0.0,0.0,0.92033494,2.9882474,332.54868
12,0.0,0.0,0.0,1.1411991,2.0531433,332.89215
13,0.0,0.0,0.0,0.68751633,2.5192082,332.89215
14,0.0,0.0,0.0,0.9166542,2.2903175,332.37692
15,0.0,0.0,0.0,1.1457629,2.2901528,332.6332
16,0.0,0.0,0.0,0.68477744,2.9646497,332.54868
17,0.0,0.0,0.0,0.9057866,2.7152123,332.54868
18,0.0,0.0,0.0,0.69027716,2.2996328,332.80496
19,0.0,0.0,0.0,0.9093805,2.4991052,332.6332
20,0.0,0.0,0.0,0.9093805,2.4991052,332.9767
21,0.0,0.0,0.0,0.92033494,2.9882474,332.72043
22,0.0,0.0,0.0,0.68751633,2.7478907,332.37692
23,0.0,0.0,0.0,0.6766903,2.479591,332.9767
24,0.0,0.0,0.0,1.1321802,2.489067,332.9767
25,0.0,0.0,0.0,1.3693594,2.7363756,333.0639
26,0.0,0.0,0.0,1.1411991,2.2810414,333.0639
27,0.0,0.0,0.0,0.46392328,2.549866,333.0639
28,0.0,0.0,0.0,1.1366721,2.7257755,333.4946
29,0.0,0.0,0.0,0.46019715,2.2997255,333.4074
30,0.0,0.0,0.0,1.3859178,2.3083882,333.4074
31,0.0,0.0,0.0,0.92033494,2.7587526,333.0639
32,0.0,0.0,0.0,1.3639276,2.4987125,332.9767
33,0.0,0.0,0.0,1.1411991,2.2810414,332.9767
34,0.0,0.0,0.0,1.3585384,2.2628415,332.4615
35,0.0,0.0,0.0,0.9057866,2.4892423,332.4615
36,0.0,0.0,0.0,1.1457629,2.0613458,333.4074
37,0.0,0.0,0.0,0.68751633,2.5192082,332.11798
38,0.0,0.0,0.0,0.9166542,2.7477374,332.80496
39,0.0,0.0,0.0,0.90222114,2.2542956,333.0639
40,0.0,0.0,0.0,1.1411991,2.2810414,332.54868
41,0.0,0.0,0.0,0.9057866,2.2631946,332.72043
42,0.0,0.0,0.0,1.1366721,2.0450063,332.11798
43,0.0,0.0,0.0,1.1411991,2.736614,332.54868
44,0.0,0.0,0.0,0.68751633,2.7478907,332.6332
45,0.0,0.0,0.0,0.9166542,2.5190673,332.4615
46,0.0,0.0,0.0,1.3639276,1.8177885,332.9767
47,0.0,0.0,0.0,1.1321802,2.2630355,332.4615
48,0.0,0.0,0.0,1.1457629,2.2901528,332.37692
49,0.0,0.0,0.0,0.9166542,2.2903175,333.0639
50,0.0,0.0,0.0,1.1366721,2.4989285,332.4615
51,0.0,0.0,0.0,1.3859178,2.3083882,332.37692
52,0.0,0.0,0.0,1.3693594,2.280843,332.28973
53,0.0,0.0,0.0,0.4547189,2.045344,332.37692
54,0.0,0.0,0.0,1.1457629,2.0613458,332.54868
55,0.0,0.0,0.0,1.1321802,2.9408913,332.03342
56,0.0,0.0,0.0,1.3693594,2.9640157,332.80496
57,0.0,0.0,0.0,1.3748348,2.2899518,332.11798
58,0.0,0.0,0.0,1.6103005,2.5284967,332.11798
59,0.0,0.0,0.0,0.68751633,3.2049856,332.9767
60,0.0,0.0,0.0,1.5848542,2.0365522,332.28973
61,0.0,0.0,0.0,1.3693594,2.280843,332.6332
62,0.0,0.0,0.0,1.1366721,2.9525368,332.20517
63,0.0,0.0,0.0,1.3693594,2.7363756,332.4615
64,0.0,0.0,0.0,0.68477744,2.5091856,332.6332
65,0.0,0.0,0.0,0.6930603,2.308894,332.72043
66,0.0,0.0,0.0,1.1503632,2.5289853,332.9767
67,0.0,0.0,0.0,1.1411991,1.8251805,332.54868
68,0.0,0.0,0.0,1.3531919,2.7041225,332.11798
69,0.0,0.0,0.0,1.1366721,3.1792057,332.20517
70,0.0,0.0,0.0,0.9093805,2.7259681,332.54868
71,0.0,0.0,0.0,1.6038626,2.2897139,332.20517
72,0.0,0.0,0.0,1.597476,2.7360938,332.28973
73,0.0,0.0,0.0,0.92033494,2.2995033,332.11798
74,0.0,0.0,0.0,0.9166542,2.2903175,332.28973
75,0.0,0.0,0.0,0.45653036,2.7370696,331.94623
76,0.0,0.0,0.0,0.68751633,2.7478907,332.03342
77,0.0,0.0,0.0,1.3693594,2.7363756,331.68994
78,0.0,0.0,0.0,0.92033494,2.5291686,331.94623
79,0.0,0.0,0.0,1.597476,2.280608,331.60272
80,0.0,0.0,0.0,0.9093805,2.4991052,331.94623
81,0.0,0.0,0.0,0.9166542,2.9763196,331.85904
82,0.0,0.0,0.0,1.3693594,3.1915622,332.11798
83,0.0,0.0,0.0,1.3585384,2.714789,332.28973
84,0.0,0.0,0.0,1.6038626,2.5184038,332.11798
85,0.0,0.0,0.0,1.1503632,2.069614,332.03342
86,0.0,0.0,0.0,1.1411991,2.5088675,332.54868
87,0.0,0.0,0.0,1.3748348,1.8323123,331.94623
